date_local,latitude_x,longitude_x,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,arithmetic_mean_a,arithmetic_mean_b,poc_a,poc_b,meth_type_a,meth_type_b,method_code_a,method_code_b,monitor_type_a,monitor_type_b,probe_height_a,probe_height_b,pl_probe_location_a,pl_probe_location_b
7/20/2020,35.980675,-83.925773,28.1,21.8,35.8,6.4,0,250.4,2.3,,1016.1,,9.8,12.575,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
7/26/2020,35.980675,-83.925773,24.6,19.8,32.8,0,0,,0.8,,,,4.6,5.5875,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
8/1/2020,35.980675,-83.925773,26.1,21.8,31.8,0,0,300.8,8,,1011.4,,6.7,8.333333,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
8/7/2020,35.980675,-83.925773,24.6,19.8,31.8,0,0,0,0,,,,8,8.854167,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
8/13/2020,35.980675,-83.925773,25.1,20.8,32.8,0,0,,1,,1015.1,,6.8,6.3625,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
8/19/2020,35.980675,-83.925773,23.1,18.8,27.8,0,0,,1.3,,1012.4,,4.8,4.929167,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
8/25/2020,35.980675,-83.925773,24.6,21.8,30.8,1,0,350.1,2.3,,1018.6,,5.4,5.429167,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
8/31/2020,35.980675,-83.925773,24.9,21.8,29.8,5.1,0,245.4,5.7,,,,5.8,5.9125,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
9/6/2020,35.980675,-83.925773,20.4,14.8,28.8,0,0,,6.5,,1021.6,,7.7,6.441667,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
9/12/2020,35.980675,-83.925773,25.1,20.8,31.8,4.3,0,,1.3,,1015.9,,4.7,4.420833,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
9/24/2020,35.980675,-83.925773,16.1,14.8,16.8,51.6,0,38.1,1.5,,1016.3,,7.5,5.733333,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
9/30/2020,35.980675,-83.925773,15.1,8.8,21.8,0,0,218.5,9.6,,1015.2,,4.9,5.254167,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
10/6/2020,35.980675,-83.925773,15.1,8.8,23.8,0,0,,1.7,,1019.8,,12.8,13.616667,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
10/12/2020,35.980675,-83.925773,20.8,18.8,25.8,0.3,0,331.2,3.3,,,,3.5,3.870833,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
10/18/2020,35.980675,-83.925773,11.3,3.8,20.8,0,0,4.5,0.5,,1024.3,,11.8,11.820833,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
10/24/2020,35.980675,-83.925773,19.1,15.8,22.8,33.5,0,357.5,0.3,,1015.5,,3.3,4.133333,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
10/30/2020,35.980675,-83.925773,10.7,5.8,15.8,0,0,357.4,5.5,,,,3.8,4.866667,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
11/5/2020,35.980675,-83.925773,10.5,3.8,19.8,0,0,2.7,2.5,,1028.3,,14.7,14.733333,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
11/11/2020,35.980675,-83.925773,19.3,16.8,23.8,7.6,0,348.4,6.8,,1012.9,,3.3,3.325,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
11/17/2020,35.980675,-83.925773,8.5,3.8,13.8,0,0,285.8,15.5,,1027.6,,3.7,4.375,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
11/23/2020,35.980675,-83.925773,7.3,1.8,11.8,0,0,8.1,3.8,,,,3,4.1625,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
11/29/2020,35.980675,-83.925773,7.1,1.8,11.8,2.5,0,16.6,1,,1016.2,,13.5,13.383333,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
12/5/2020,35.980675,-83.925773,5.6,0.8,10.8,0,0,250.5,4.8,,1019,,12.6,13.483333,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
12/11/2020,35.980675,-83.925773,6.8,-0.2,17.8,0,0,357.8,0.2,,1019.3,,20,21.779167,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
12/17/2020,35.980675,-83.925773,2.8,0.8,5.8,0,0,265.9,6.3,,1019.6,,6.5,7.825,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
12/23/2020,35.980675,-83.925773,4.5,-2.2,12.8,0,0,,0.8,,1021,,9.8,10.358333,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
12/29/2020,35.980675,-83.925773,3.6,-1.2,10.8,0,0,,1.1,,1029.2,,11.2,13.029167,1,3,FRM,FEM,145,238,SLAMS,SLAMS,4,4,TOP OF BUILDING,TOP OF BUILDING
11/5/2020,35.978074,-83.950666,10.3,3.6,19.6,0,0,2.7,2.5,,1028.3,,12.6,14.491667,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
11/8/2020,35.978074,-83.950666,16.1,8.6,26.6,0,0,,0.5,,1024.2,,5.9,7.15,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
11/11/2020,35.978074,-83.950666,19.1,16.6,23.6,7.6,0,348.4,6.8,,1012.9,,3.5,3.7875,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
11/14/2020,35.978074,-83.950666,10.4,4.6,19.6,0,0,,1.2,,1019.7,,12.4,13.545833,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
11/17/2020,35.978074,-83.950666,8.3,3.6,13.6,0,0,285.8,15.5,,1027.6,,4.3,5.045833,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
11/20/2020,35.978074,-83.950666,7.8,0.6,18.6,0,0,325.6,2.4,,1031.7,,13.3,15.2125,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
11/23/2020,35.978074,-83.950666,7.1,1.6,11.6,0,0,8.1,3.8,,,,3.1,4.458333,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
11/26/2020,35.978074,-83.950666,12.9,6.6,19.6,0,0,255.8,9.4,,1017.3,,6,7.970833,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
11/29/2020,35.978074,-83.950666,6.9,1.6,11.6,2.5,0,16.6,1,,1016.2,,11.5,13.241667,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
12/2/2020,35.978074,-83.950666,-0.5,-5.4,6.6,0,0,17,0.5,,1028.1,,9.5,12.104167,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
12/5/2020,35.978074,-83.950666,5.4,0.6,10.6,0,0,250.5,4.8,,1019,,12.9,13.820833,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
12/8/2020,35.978074,-83.950666,1.1,-2.4,5.6,0,0,,1.5,,1020.2,,9.3,12.541667,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
12/11/2020,35.978074,-83.950666,6.6,-0.4,17.6,0,0,357.8,0.2,,1019.3,,17,21.779167,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
12/14/2020,35.978074,-83.950666,5.7,2.6,8.6,32,0,6.2,16.9,,,,5.4,7.45,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
12/17/2020,35.978074,-83.950666,2.6,0.6,5.6,0,0,265.9,6.3,,1019.6,,6.8,9.56087,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
12/20/2020,35.978074,-83.950666,5.1,1.6,8.6,0.5,0,346,0.8,,1017.4,,15.5,17.941667,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
12/23/2020,35.978074,-83.950666,4.3,-2.4,12.6,0,0,,0.8,,1021,,7.6,9.483333,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
12/29/2020,35.978074,-83.950666,3.4,-1.4,10.6,0,0,,1.1,,1029.2,,10.4,14.9625,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
12/31/2020,35.978074,-83.950666,9.2,4.6,11.6,0.3,0,27.7,8.6,,1019.2,,15.9,19.7125,1,3,FRM,FEM,145,236,SLAMS,SLAMS,3,2,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
1/1/2020,36.29756,-86.653137,6,0.9,11.4,0,0,202.1,9.7,,1016.1,,4.8,4.083333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
1/4/2020,36.29756,-86.653137,8.9,2,13.1,0.8,0,300,15.8,,1018.4,,6,6.875,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
1/7/2020,36.29756,-86.653137,8.2,2.5,12.5,0,0,287.5,11.2,,1020.5,,3.4,3.208333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
1/10/2020,36.29756,-86.653137,16.6,15.3,20.3,1.8,0,170,25.2,,1022.4,,6.7,6.5,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
1/13/2020,36.29756,-86.653137,7.8,3.1,14.2,0,0,117.6,4.7,,1026,,5.7,5.5,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
1/16/2020,36.29756,-86.653137,11.6,2,13.1,0,0,358.8,18.4,,1033.2,,6.9,6.958333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
1/19/2020,36.29756,-86.653137,3.9,-4.6,4.7,0,0,318.7,18.7,,1027.3,,3.8,2.541667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
1/22/2020,36.29756,-86.653137,0,-6.3,8.6,0,0,18.9,4.7,,1027.5,,9.9,9.208333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
1/25/2020,36.29756,-86.653137,4.5,-0.2,4.7,0,0,250.4,10.1,,1019.4,,6.4,6.25,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
1/28/2020,36.29756,-86.653137,4.5,0.9,8.6,0,0,41.4,7.6,,1018.9,,18.3,17.916667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
1/31/2020,36.29756,-86.653137,8.1,5.9,10.3,0.5,0,5.1,4,,1019.6,,13,13.166667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
2/3/2020,36.29756,-86.653137,15.6,10.3,22.5,0,0,193.1,17.6,,1012.9,,5.8,4.708333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
2/6/2020,36.29756,-86.653137,7,0.9,8.6,5.1,30,331.2,12.6,,1000,,2.3,2.541667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
2/9/2020,36.29756,-86.653137,6.8,-0.7,18.6,1.5,0,164.7,20.9,,1025.1,,5.3,6.625,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
2/12/2020,36.29756,-86.653137,6.6,4.7,15.3,35.8,0,54.7,8.3,,1012.9,,6.7,6.833333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
2/15/2020,36.29756,-86.653137,0.2,-7.9,12.5,0,0,155.4,11.2,,1028.5,,5.1,5.791667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
2/18/2020,36.29756,-86.653137,13.9,5.9,15.9,8.4,0,290.2,17.3,,1018.3,,7.1,7.583333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
2/21/2020,36.29756,-86.653137,0.7,-4.6,7,0,0,13.7,12.2,,1036.4,,7.1,5.75,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
2/24/2020,36.29756,-86.653137,8.8,7,12.5,15.5,0,161.5,17.6,,1011,,6.2,5.916667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
2/27/2020,36.29756,-86.653137,3.2,0.3,9.2,0,0,277.4,11.9,,1023.3,,2.9,3.166667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
3/1/2020,36.29756,-86.653137,8.5,-0.2,21.4,0.5,0,180.7,15.5,,1020,,9.1,9.041667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
3/4/2020,36.29756,-86.653137,12.6,6.4,18.6,0,0,41.6,7.6,,1015.7,,4.3,4.454545,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
3/7/2020,36.29756,-86.653137,5.4,-0.7,13.6,0,0,44.2,7.9,,1033.3,,5.8,6.458333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
3/10/2020,36.29756,-86.653137,17.1,10.3,22,5.1,0,226.3,17.3,,1022,,5.6,5.541667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
3/13/2020,36.29756,-86.653137,16.9,10.9,19.7,1.8,0,353.5,16.9,,1021.4,,3.7,3.166667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
3/16/2020,36.29756,-86.653137,7.8,5.9,12.5,0.3,0,86.5,3.6,,1025.3,,4.5,5.166667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
3/19/2020,36.29756,-86.653137,20.2,17.5,26.4,0.3,0,183.7,18.4,,1019.2,,7.2,7.708333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
3/22/2020,36.29756,-86.653137,8,4.2,16.4,3.6,0,94.2,8.3,,1025.2,,5,4.541667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
3/28/2020,36.29756,-86.653137,24.7,20.9,28.6,4.1,0,200,19.8,,1010.2,,13.3,13.25,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
3/31/2020,36.29756,-86.653137,12.1,8.1,14.2,16.3,0,7,19.4,,1012.8,,3.8,2.833333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
4/3/2020,36.29756,-86.653137,14.6,6.4,23.6,0,0,12.1,6.1,,1017.4,,7.3,7.541667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
4/6/2020,36.29756,-86.653137,20,11.4,28.6,0,0,221.8,6.1,,1017.6,,12.3,13.041667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
4/9/2020,36.29756,-86.653137,18,12,20.3,0.8,0,304.3,17.3,,1010.1,,4.7,4.916667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
4/12/2020,36.29756,-86.653137,14.1,12,19.2,56.6,0,147.9,15.1,,1006.6,,7.6,7.666667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
4/15/2020,36.29756,-86.653137,7.1,-0.7,17,0,0,330.9,6.1,,1021.2,,5.9,6.666667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
4/18/2020,36.29756,-86.653137,11.4,5.3,14.7,1.5,0,1.2,12.2,,1018.4,,9.8,11.875,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
4/21/2020,36.29756,-86.653137,17.9,9.2,23.6,2.5,0,290.3,14,,1013.3,,4,4.125,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
4/24/2020,36.29756,-86.653137,17.3,13.6,22.5,0,0,331.6,9.4,,1009.2,,5.3,5.958333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
4/27/2020,36.29756,-86.653137,12.1,3.1,23.1,0,0,207.8,4.7,,1022.7,,6,6.166667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
4/30/2020,36.29756,-86.653137,15.8,10.3,20.9,0,0,298,15.5,,1011.2,,3.3,2.9,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
5/3/2020,36.29756,-86.653137,22.9,16.4,29.7,10.4,0,210.7,13,,1014.2,,8.8,7.75,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
5/6/2020,36.29756,-86.653137,12.9,9.2,17,0.5,0,309.7,14.8,,1017.3,,5.4,6.291667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
5/9/2020,36.29756,-86.653137,10.7,2,18.1,0,0,2,5.4,,1024,,5.7,5.375,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
5/12/2020,36.29756,-86.653137,12.9,9.2,17.5,1.5,0,82.2,5.4,,1024.5,,5.1,6.125,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
5/15/2020,36.29756,-86.653137,24.1,19.2,29.2,0,0,180.1,15.8,,1016,,9.3,9.25,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
5/18/2020,36.29756,-86.653137,21.7,15.3,24.7,0.5,0,246.9,13.7,,1008.1,,4.2,4.083333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
5/21/2020,36.29756,-86.653137,18.4,14.7,24.7,0.3,0,66.2,6.8,,1015.3,,3.3,3.208333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
5/24/2020,36.29756,-86.653137,25.6,20.3,31.4,0,0,169.9,5.8,,1016.3,,6.5,6.416667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
5/27/2020,36.29756,-86.653137,22,19.2,25.3,15.2,0,140.3,11.9,,1014.5,,3.6,3.75,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
5/30/2020,36.29756,-86.653137,22.8,16.4,28.6,0,0,340.6,10.8,,1019.1,,6.4,6.333333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
6/2/2020,36.29756,-86.653137,25.4,18.1,33.1,0,0,204.4,9,,1019.1,,11.2,10.833333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
6/5/2020,36.29756,-86.653137,26.2,22,33.1,0,0,281.5,8.6,,1013,,7.1,7.916667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
6/11/2020,36.29756,-86.653137,23.8,17.5,30.3,0,0,328.8,10.4,,1021.3,,5.4,6.416667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
6/14/2020,36.29756,-86.653137,23.4,16.4,28.6,0,0,45.3,10.1,,1021.6,,7.7,6.833333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
6/17/2020,36.29756,-86.653137,22.9,16.4,28.1,0,0,26.8,5.8,,1019.8,,5.9,4,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
6/20/2020,36.29756,-86.653137,26.6,19.7,35.3,0,0,215.8,4,,1016.6,,12,12.125,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
6/23/2020,36.29756,-86.653137,25.6,20.9,31.4,13.2,0,236.2,11.2,,1010.9,,6,5.5,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
6/26/2020,36.29756,-86.653137,25,19.2,31.4,0,0,207.5,11.2,,1019.6,,12.2,11.583333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
6/29/2020,36.29756,-86.653137,26.6,22.5,34.7,0.3,0,222,7.2,,1014.9,,7,5.416667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
7/2/2020,36.29756,-86.653137,26.2,20.9,34.2,0,0,47.9,4.7,,1013.8,,7.6,7.2,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
7/5/2020,36.29756,-86.653137,27.5,23.1,34.2,0,0,140.9,5.8,,1013.4,,14.3,14.125,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
7/8/2020,36.29756,-86.653137,28.6,23.1,35.3,0,0,347.9,5.4,,1013.4,,9.2,8.833333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
7/11/2020,36.29756,-86.653137,28.5,20.9,34.2,0,0,318.4,10.1,,1014,,6.6,6.333333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
7/14/2020,36.29756,-86.653137,27.6,20.9,33.6,0,0,64.1,4.7,,1015.9,,8.1,6.833333,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
7/17/2020,36.29756,-86.653137,29.7,24.2,35.3,0,0,236.1,7.9,,1020.1,,9.3,9.166667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
7/23/2020,36.29756,-86.653137,26.6,23.6,34.7,0.3,0,90.8,5.4,,1019.1,,5.7,4.541667,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
7/26/2020,36.29756,-86.653137,27.5,22.5,34.2,5.3,0,199.9,7.6,,1019.6,,6,5.695652,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
7/29/2020,36.29756,-86.653137,27,23.6,33.1,0,0,194.4,4,,1014.7,,6.6,5.625,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
8/1/2020,36.29756,-86.653137,26.1,21.4,28.1,8.4,0,229.2,14,,1010.6,,4,3,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
8/4/2020,36.29756,-86.653137,24.5,21.4,29.2,0,0,344.4,10.4,,1015.1,,7.8,7.125,1,3,FRM,FEM,118,209,SLAMS,SLAMS,3,3,GROUND LEVEL SUPPORT,GROUND LEVEL SUPPORT
